run_id,model,domain,task_type,difficulty,n,n_samples,n_needs_review,n_excluded_from_main,n_samples_unscored,n_items_unscored,mean_score,mean_score_incl_review,small_cell,ci_method,ci_low,ci_high,t2_judgment_accuracy,t2_verdict_ci_low,t2_verdict_ci_high,t4_pass_at_1,diagnostic_functional_threshold_rate,t4_performance_pass_rate,judge_mean_score_range,paper_eligible
midtier-20260828-v1,Hunyuan-A13B,D1,T4,Intermediate,1,1,1,0,0,0,0.0,0.0,True,none (n<2),,,,,,0.0,0.0,0.0,,True
midtier-20260828-v1,Hunyuan-A13B,D2,T1,Basic,13,13,0,0,0,0,0.7692307692307693,0.7692307692307693,False,wilson,0.4974362405327324,0.9182047128150121,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D2,T1,Expert,6,6,0,0,0,0,0.8333333333333334,0.8333333333333334,False,wilson,0.43649717781353975,0.9699466302516921,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D2,T1,Intermediate,11,11,0,0,0,0,0.8181818181818182,0.8181818181818182,False,wilson,0.5230194380391643,0.9486323102539135,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D2,T2,Basic,4,4,0,0,0,0,0.53125,0.53125,True,"none (descriptive, n<5)",,,1.0,0.5101091635454165,1.0,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D2,T2,Intermediate,4,4,0,0,0,0,0.34375,0.34375,True,"none (descriptive, n<5)",,,0.75,0.3006418425824105,0.9544127391902977,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D2,T3,Expert,5,5,0,0,0,0,0.4600000000000001,0.4600000000000001,False,item-cluster bootstrap B=20000 seed=20260805,0.31999999999999995,0.6199999999999999,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D2,T3,Intermediate,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D2,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D2,T4,Intermediate,3,3,0,0,0,0,0.3333333333333333,0.3333333333333333,True,wilson,0.06149194472039865,0.7923403991979453,,,,0.3333333333333333,1.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D3,T1,Basic,14,14,0,0,0,0,0.8571428571428571,0.8571428571428571,False,wilson,0.6005862050303044,0.9599060787285338,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D3,T1,Expert,9,9,0,0,0,0,0.8888888888888888,0.8888888888888888,False,wilson,0.5650002944233536,0.9801091123614543,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D3,T1,Intermediate,21,21,0,0,0,0,0.8095238095238095,0.8095238095238095,False,wilson,0.5999943530979571,0.9233243494723803,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D3,T2,Basic,3,3,1,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,0.6666666666666666,0.2076596008020547,0.9385080552796013,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D3,T2,Expert,5,5,0,0,0,0,0.375,0.375,False,item-cluster bootstrap B=20000 seed=20260805,0.1,0.65,0.8,0.37553462976253477,0.9637758913675682,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D3,T2,Intermediate,7,7,0,0,0,0,0.42857142857142855,0.42857142857142855,False,item-cluster bootstrap B=20000 seed=20260805,0.19642857142857142,0.6428571428571429,0.7142857142857143,0.3589344518326274,0.9177810759959406,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D3,T3,Expert,8,8,0,0,0,0,0.3125,0.3125,False,item-cluster bootstrap B=20000 seed=20260805,0.14583333333333331,0.49583333333333335,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D3,T3,Intermediate,6,6,0,0,0,0,0.4611111111111111,0.4611111111111111,False,item-cluster bootstrap B=20000 seed=20260805,0.30000000000000004,0.5833333333333333,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D3,T4,Basic,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D3,T4,Expert,1,1,0,0,0,0,0.0,0.0,True,none (n<2),,,,,,0.0,0.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D3,T4,Intermediate,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,wilson,0.2076596008020547,0.9385080552796013,,,,0.6666666666666666,0.6666666666666666,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D4,T1,Basic,9,9,0,0,0,0,0.7777777777777778,0.7777777777777778,False,wilson,0.45258896910699736,0.9367748928821513,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D4,T1,Expert,6,6,0,0,0,0,1.0,1.0,False,wilson,0.6096657120978477,1.0,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D4,T1,Intermediate,18,18,0,0,0,0,0.8888888888888888,0.8888888888888888,False,wilson,0.6720023486982192,0.9689804773543866,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D4,T2,Basic,3,3,0,0,0,0,0.4166666666666667,0.4166666666666667,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D4,T2,Expert,3,3,0,0,0,0,0.3333333333333333,0.3333333333333333,True,"none (descriptive, n<5)",,,0.6666666666666666,0.2076596008020547,0.9385080552796013,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D4,T2,Intermediate,5,5,0,0,0,0,0.3,0.3,False,item-cluster bootstrap B=20000 seed=20260805,0.075,0.6,0.8,0.37553462976253477,0.9637758913675682,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D4,T3,Expert,3,3,0,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D4,T3,Intermediate,7,7,0,0,0,0,0.24285714285714288,0.24285714285714288,False,item-cluster bootstrap B=20000 seed=20260805,0.08571428571428572,0.42857142857142855,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D4,T4,Basic,4,4,0,0,0,0,0.75,0.75,True,wilson,0.3006418425824105,0.9544127391902977,,,,0.75,0.75,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D4,T4,Expert,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D4,T4,Intermediate,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D5,T1,Basic,8,8,0,0,0,0,0.875,0.875,False,wilson,0.5291118177871563,0.9775825085499423,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D5,T1,Expert,10,10,0,0,0,0,0.9,0.9,False,wilson,0.5958499732047711,0.9821237869049262,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D5,T1,Intermediate,12,12,0,0,0,0,0.75,0.75,False,wilson,0.46769466506644175,0.9110583316059429,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D5,T2,Expert,2,2,0,0,0,0,0.25,0.25,True,"none (descriptive, n<5)",,,0.5,0.09453120573423462,0.9054687942657653,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D5,T2,Intermediate,6,6,0,0,0,0,0.2708333333333333,0.2708333333333333,False,item-cluster bootstrap B=20000 seed=20260805,0.08333333333333333,0.4583333333333333,0.6666666666666666,0.29999331513839955,0.9032285888942164,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D5,T3,Expert,4,4,0,0,0,0,0.45,0.45,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D5,T3,Intermediate,4,4,0,0,0,0,0.47500000000000003,0.47500000000000003,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D5,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D5,T4,Intermediate,3,3,0,0,0,0,0.3333333333333333,0.3333333333333333,True,wilson,0.06149194472039865,0.7923403991979453,,,,0.3333333333333333,0.3333333333333333,1.0,,True
midtier-20260828-v1,Hunyuan-A13B,D6,T1,Basic,8,8,0,0,0,0,1.0,1.0,False,wilson,0.6755924351161318,1.0,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D6,T1,Expert,10,10,0,0,0,0,1.0,1.0,False,wilson,0.7224672001371218,0.9999999999999999,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D6,T1,Intermediate,12,12,0,0,0,0,0.9166666666666666,0.9166666666666666,False,wilson,0.646120088858892,0.9851349055950824,,,,,,,,True
midtier-20260828-v1,Hunyuan-A13B,D6,T2,Expert,1,1,0,0,0,0,0.875,0.875,True,none (n<2),,,1.0,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D6,T2,Intermediate,7,7,0,0,0,0,0.7142857142857143,0.7142857142857143,False,item-cluster bootstrap B=20000 seed=20260805,0.625,0.7857142857142857,1.0,0.6456695649333253,1.0,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D6,T3,Expert,4,4,0,0,0,0,0.8,0.8,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D6,T3,Intermediate,4,4,0,0,0,0,0.8,0.8,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Hunyuan-A13B,D6,T4,Intermediate,4,4,0,0,0,0,0.25,0.25,True,wilson,0.045587260809702324,0.6993581574175894,,,,0.25,0.25,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D1,T1,Basic,15,15,0,0,0,0,0.8,0.8,False,wilson,0.5481455128483137,0.9295245065301825,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D1,T1,Expert,7,7,0,0,0,0,0.7142857142857143,0.7142857142857143,False,wilson,0.3589344518326274,0.9177810759959406,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D1,T1,Intermediate,20,20,0,0,0,0,0.85,0.85,False,wilson,0.6395811352592498,0.9476312541037819,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D1,T2,Basic,5,5,0,0,0,0,0.475,0.475,False,item-cluster bootstrap B=20000 seed=20260805,0.2,0.725,0.8,0.37553462976253477,0.9637758913675682,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D1,T2,Expert,3,3,0,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D1,T2,Intermediate,9,9,0,0,0,0,0.5555555555555556,0.5555555555555556,False,item-cluster bootstrap B=20000 seed=20260805,0.4027777777777778,0.7083333333333334,1.0,0.7008549515804674,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D1,T3,Basic,1,1,0,0,0,0,0.5,0.5,True,none (n<2),,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D1,T3,Expert,8,8,0,0,0,0,0.47500000000000003,0.47500000000000003,False,item-cluster bootstrap B=20000 seed=20260805,0.3333333333333333,0.6166666666666667,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D1,T3,Intermediate,6,6,0,0,0,0,0.6444444444444445,0.6444444444444445,False,item-cluster bootstrap B=20000 seed=20260805,0.4277777777777778,0.8611111111111112,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D1,T4,Basic,2,2,0,0,0,0,1.0,1.0,True,wilson,0.34238022750666547,1.0,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D1,T4,Expert,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,wilson,0.2076596008020547,0.9385080552796013,,,,0.6666666666666666,0.6666666666666666,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D1,T4,Intermediate,1,1,1,0,0,0,0.0,0.0,True,none (n<2),,,,,,0.0,0.0,0.0,,True
midtier-20260828-v1,Ling-flash-2.0,D2,T1,Basic,13,13,0,0,0,0,0.6923076923076923,0.6923076923076923,False,wilson,0.4236934318054971,0.8731929634428918,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D2,T1,Expert,6,6,0,0,0,0,0.6666666666666666,0.6666666666666666,False,wilson,0.29999331513839955,0.9032285888942164,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D2,T1,Intermediate,11,11,0,0,0,0,0.45454545454545453,0.45454545454545453,False,wilson,0.21271271622460242,0.7199084625906723,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D2,T2,Basic,4,4,0,0,0,0,0.15625,0.15625,True,"none (descriptive, n<5)",,,0.75,0.3006418425824105,0.9544127391902977,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D2,T2,Intermediate,4,4,0,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,1.0,0.5101091635454165,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D2,T3,Expert,5,5,0,0,0,0,0.7,0.7,False,item-cluster bootstrap B=20000 seed=20260805,0.52,0.8800000000000001,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D2,T3,Intermediate,3,3,0,0,0,0,0.8666666666666667,0.8666666666666667,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D2,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D2,T4,Intermediate,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D3,T1,Basic,14,14,0,0,0,0,0.9285714285714286,0.9285714285714286,False,wilson,0.6853129557584975,0.9872777847521087,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D3,T1,Expert,9,9,0,0,0,0,1.0,1.0,False,wilson,0.7008549515804674,1.0,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D3,T1,Intermediate,21,21,0,0,0,0,0.8095238095238095,0.8095238095238095,False,wilson,0.5999943530979571,0.9233243494723803,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D3,T2,Basic,3,3,0,0,0,0,0.5833333333333334,0.5833333333333334,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D3,T2,Expert,5,5,0,0,0,0,0.35,0.35,False,item-cluster bootstrap B=20000 seed=20260805,0.075,0.625,0.6,0.2307242812760194,0.8823792257673483,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D3,T2,Intermediate,7,7,0,0,0,0,0.39285714285714285,0.39285714285714285,False,item-cluster bootstrap B=20000 seed=20260805,0.125,0.6607142857142857,0.7142857142857143,0.3589344518326274,0.9177810759959406,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D3,T3,Expert,8,8,0,0,0,0,0.5083333333333333,0.5083333333333333,False,item-cluster bootstrap B=20000 seed=20260805,0.3416666666666667,0.675,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D3,T3,Intermediate,6,6,0,0,0,0,0.6499999999999999,0.6499999999999999,False,item-cluster bootstrap B=20000 seed=20260805,0.5777777777777778,0.7222222222222222,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D3,T4,Basic,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D3,T4,Expert,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D3,T4,Intermediate,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,wilson,0.2076596008020547,0.9385080552796013,,,,0.6666666666666666,0.6666666666666666,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D4,T1,Basic,9,9,0,0,0,0,0.6666666666666666,0.6666666666666666,False,wilson,0.3542021355804034,0.8794161816130857,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D4,T1,Expert,6,6,0,0,0,0,0.8333333333333334,0.8333333333333334,False,wilson,0.43649717781353975,0.9699466302516921,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D4,T1,Intermediate,18,18,0,0,0,0,0.8333333333333334,0.8333333333333334,False,wilson,0.6077796189608498,0.941634231941384,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D4,T2,Basic,3,3,0,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D4,T2,Expert,3,3,0,0,0,0,0.125,0.125,True,"none (descriptive, n<5)",,,0.3333333333333333,0.06149194472039865,0.7923403991979453,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D4,T2,Intermediate,5,5,0,0,0,0,0.5,0.5,False,item-cluster bootstrap B=20000 seed=20260805,0.35,0.65,1.0,0.5655175352168389,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D4,T3,Expert,3,3,0,0,0,0,0.6333333333333333,0.6333333333333333,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D4,T3,Intermediate,7,7,0,0,0,0,0.5,0.5,False,item-cluster bootstrap B=20000 seed=20260805,0.3999999999999999,0.6142857142857142,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D4,T4,Basic,4,4,0,0,0,0,0.75,0.75,True,wilson,0.3006418425824105,0.9544127391902977,,,,0.75,0.75,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D4,T4,Expert,1,1,0,0,0,0,0.0,0.0,True,none (n<2),,,,,,0.0,0.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D4,T4,Intermediate,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D5,T1,Basic,8,8,0,0,0,0,0.875,0.875,False,wilson,0.5291118177871563,0.9775825085499423,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D5,T1,Expert,10,10,0,0,0,0,0.9,0.9,False,wilson,0.5958499732047711,0.9821237869049262,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D5,T1,Intermediate,12,12,0,0,0,0,0.9166666666666666,0.9166666666666666,False,wilson,0.646120088858892,0.9851349055950824,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D5,T2,Expert,2,2,0,0,0,0,0.5625,0.5625,True,"none (descriptive, n<5)",,,1.0,0.34238022750666547,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D5,T2,Intermediate,6,6,0,0,0,0,0.2916666666666667,0.2916666666666667,False,item-cluster bootstrap B=20000 seed=20260805,0.10416666666666667,0.4791666666666667,0.6666666666666666,0.29999331513839955,0.9032285888942164,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D5,T3,Expert,4,4,0,0,0,0,0.6000000000000001,0.6000000000000001,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D5,T3,Intermediate,4,4,0,0,0,0,0.8500000000000001,0.8500000000000001,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D5,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D5,T4,Intermediate,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,wilson,0.2076596008020547,0.9385080552796013,,,,0.6666666666666666,0.6666666666666666,1.0,,True
midtier-20260828-v1,Ling-flash-2.0,D6,T1,Basic,8,8,0,0,0,0,1.0,1.0,False,wilson,0.6755924351161318,1.0,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D6,T1,Expert,10,10,0,0,0,0,1.0,1.0,False,wilson,0.7224672001371218,0.9999999999999999,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D6,T1,Intermediate,12,12,0,0,0,0,1.0,1.0,False,wilson,0.7575059933447693,1.0,,,,,,,,True
midtier-20260828-v1,Ling-flash-2.0,D6,T2,Expert,1,1,0,0,0,0,0.75,0.75,True,none (n<2),,,1.0,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D6,T2,Intermediate,7,7,0,0,0,0,0.5714285714285714,0.5714285714285714,False,item-cluster bootstrap B=20000 seed=20260805,0.4642857142857143,0.6785714285714286,1.0,0.6456695649333253,1.0,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D6,T3,Expert,4,4,0,0,0,0,0.8500000000000001,0.8500000000000001,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D6,T3,Intermediate,4,4,0,0,0,0,0.875,0.875,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
midtier-20260828-v1,Ling-flash-2.0,D6,T4,Intermediate,4,4,0,0,0,0,1.0,1.0,True,wilson,0.5101091635454165,1.0,,,,1.0,1.0,1.0,,True
